0, -15, 650, -15, 651, -15, 650, -15, 651, -15, 650, -15, 651, -15, 651, -15, 650, -15, 650, -15, 650, -14, 651, -14, 650, -13, 650, -13, 650, -13, 650, -12, 650, -12, 650, -12, 651, -10, 650, -9, 650, -7, 650, -6, 650, -5, 650, -4, 651, -3, 650, -2, 650, -2, 650, -1, 650, -1, 650, 0, 651, 0, 651, 0, 650, 0, 651, 0, 651, 0, 651, 0, 650, 0, 651, 0, 651, 0, 653, 0, 653, 0, 652, 0, 653, 0, 653, 0, 655, 0, 652, 0, 651, 0, 656, 0, 652, 0, 652, 4, 647, 10, 647, 13, 650, 17, 645, 19, 650, 22, 646, 23, 649, 22, 643, 18, 629, 15, 626, 10, 619, 
0, 18, 634, 22, 636, 28, 640, 30, 643, 31, 645, 28, 649, 27, 652, 24, 656, 22, 666, 21, 664, 16, 665, 11, 656, 9, 652, 6, 644, 4, 637, 2, 637, 1, 636, 0, 644, -1, 647, -1, 643, 0, 631, 0, 628, 0, 618, 0, 615, 0, 648, 0, 668, 0, 680, 0, 714, 1, 729, 3, 707, 6, 692, 11, 708, 13, 718, 13, 732, 13, 729, 15, 714, 17, 701, 17, 702, 17, 715, 17, 719, 16, 721, 16, 721, 16, 703, 17, 701, 18, 729, 18, 723, 19, 712, 22, 669, 24, 657, 29, 627, 30, 599, 33, 531, 34, 506, 35, 485, 34, 503, 29, 583, 21, 676, 15, 708, -8, 703, -19, 691, 
0, -22, 685, -17, 687, -10, 680, -9, 696, -12, 696, -15, 699, -23, 730, -35, 748, -43, 764, -54, 781, -54, 747, -44, 705, -39, 699, -28, 680, -16, 677, -10, 680, 1, 673, 5, 662, 11, 646, 12, 647, 18, 634, 24, 701, 25, 701, 29, 689, 31, 687, 33, 651, 31, 591, 29, 605, 22, 619, 20, 635, 19, 695, 17, 701, 21, 699, 29, 689, 33, 684, 36, 695, 37, 696, 38, 689, 34, 696, 30, 695, 26, 689, 29, 689, 40, 683, 60, 692, 73, 675, 114, 663, 153, 655, 175, 697, 184, 675, 191, 686, 200, 671, 207, 671, 204, 679, 184, 686, 157, 675, 130, 638, 109, 591, 101, 572, 89, 531, 83, 514, 
0, 45, 676, 40, 654, 36, 646, 33, 622, 30, 621, 17, 631, 4, 645, 0, 655, -1, 671, 0, 680, 4, 696, 9, 710, 12, 706, 21, 712, 24, 710, 34, 732, 45, 746, 103, 699, 123, 706, 148, 716, 158, 719, 158, 720, 151, 727, 148, 719, 144, 725, 143, 721, 140, 720, 140, 721, 140, 714, 140, 715, 140, 708, 140, 701, 140, 706, 142, 679, 141, 675, 141, 667, 142, 662, 142, 660, 143, 657, 143, 654, 143, 656, 144, 658, 145, 655, 144, 636, 143, 633, 141, 629, 145, 539, 148, 475, 156, 489, 159, 509, 157, 504, 146, 484, 141, 494, 136, 496, 136, 552, 143, 588, 149, 630, 159, 648, 167, 652, 178, 656, 
0, 285, 627, 286, 627, 286, 627, 286, 627, 286, 626, 288, 627, 289, 626, 291, 627, 293, 627, 295, 626, 296, 626, 297, 626, 297, 626, 299, 626, 299, 626, 299, 626, 300, 626, 300, 626, 302, 626, 302, 626, 303, 626, 303, 625, 303, 626, 304, 626, 305, 625, 307, 625, 307, 626, 308, 625, 310, 625, 312, 625, 313, 625, 314, 625, 314, 625, 314, 625, 315, 625, 315, 625, 316, 625, 316, 625, 316, 625, 316, 625, 316, 626, 317, 625, 319, 625, 319, 625, 319, 625, 319, 625, 319, 625, 320, 625, 320, 625, 320, 625, 320, 625, 320, 624, 320, 625, 320, 624, 321, 624, 321, 624, 321, 624, 321, 624, 322, 624, 322, 624, 
0, 323, 624, 324, 624, 326, 624, 327, 624, 327, 625, 328, 624, 329, 624, 329, 624, 330, 624, 330, 624, 331, 624, 330, 624, 330, 624, 328, 624, 327, 624, 325, 624, 324, 624, 322, 623, 321, 623, 321, 623, 320, 624, 320, 623, 320, 623, 321, 624, 321, 624, 321, 624, 321, 623, 321, 623, 321, 623, 321, 623, 321, 622, 321, 623, 321, 623, 320, 622, 320, 622, 320, 622, 320, 622, 320, 623, 320, 622, 320, 622, 320, 623, 321, 623, 322, 622, 322, 622, 323, 622, 324, 623, 324, 623, 325, 622, 325, 623, 327, 622, 329, 623, 331, 622, 333, 623, 334, 623, 336, 623, 336, 623, 337, 623, 338, 622, 338, 623, 338, 622, 
0, 340, 623, 340, 623, 340, 622, 340, 622, 341, 623, 341, 622, 341, 622, 341, 623, 341, 623, 341, 623, 341, 622, 341, 623, 340, 622, 340, 622, 340, 622, 339, 622, 337, 622, 336, 623, 335, 622, 333, 622, 330, 622, 328, 622, 327, 623, 325, 622, 324, 622, 324, 622, 322, 622, 321, 622, 321, 622, 321, 622, 321, 622, 320, 622, 318, 622, 316, 622, 313, 622, 311, 622, 310, 622, 310, 622, 312, 621, 313, 621, 313, 621, 315, 622, 316, 621, 316, 621, 317, 621, 317, 621, 317, 621, 317, 621, 317, 621, 318, 621, 318, 621, 318, 621, 319, 621, 319, 622, 319, 621, 319, 621, 319, 621, 319, 622, 319, 621, 319, 621, 
1, 320, 621, 320, 621, 320, 621, 320, 621, 320, 621, 321, 621, 321, 621, 321, 621, 321, 621, 321, 621, 321, 621, 321, 621, 321, 621, 322, 620, 323, 621, 324, 620, 328, 621, 330, 620, 333, 620, 336, 620, 340, 620, 348, 620, 354, 620, 374, 620, 392, 620, 445, 620, 475, 620, 500, 620, 494, 620, 462, 620, 424, 620, 407, 620, 376, 620, 364, 620, 343, 621, 335, 620, 323, 620, 319, 620, 324, 620, 361, 447, 2220, 48, 3455, 53, 3888, 58, 4500, 73, 4712, 91, 4887, 209, 4141, 534, 2875, 546, 2400, 542, 1691, 541, 1432, 540, 1051, 538, 802, 535, 713, 536, 583, 534, 537, 534, 469, 533, 445, 533, 409, 532, 396, 532, 
0, 356, 530, 356, 530, 355, 530, 355, 530, 355, 529, 355, 529, 356, 528, 356, 528, 356, 528, 356, 527, 356, 527, 356, 527, 356, 527, 356, 527, 357, 527, 358, 526, 358, 526, 358, 526, 358, 526, 358, 526, 359, 525, 359, 524, 359, 524, 359, 524, 359, 524, 359, 524, 359, 524, 359, 523, 359, 524, 359, 524, 359, 523, 359, 523, 360, 524, 360, 523, 360, 522, 360, 522, 360, 522, 360, 522, 360, 521, 360, 521, 360, 521, 360, 521, 361, 521, 361, 521, 362, 521, 362, 520, 362, 520, 362, 520, 363, 521, 363, 521, 365, 520, 365, 520, 365, 520, 366, 520, 366, 519, 367, 519, 367, 519, 367, 519, 368, 519, 368, 519, 
0, 368, 518, 368, 518, 368, 519, 367, 518, 367, 519, 368, 518, 369, 518, 369, 518, 369, 518, 368, 518, 368, 518, 368, 517, 368, 518, 368, 518, 369, 518, 369, 517, 369, 518, 368, 517, 368, 517, 369, 517, 369, 517, 369, 517, 369, 516, 369, 517, 368, 516, 368, 516, 367, 515, 367, 515, 365, 516, 365, 516, 365, 515, 365, 515, 365, 515, 365, 515, 365, 515, 365, 516, 364, 516, 364, 515, 364, 515, 364, 515, 364, 515, 364, 516, 364, 516, 364, 515, 364, 515, 364, 515, 363, 515, 363, 515, 363, 515, 363, 515, 363, 515, 363, 515, 363, 515, 363, 515, 363, 516, 363, 516, 363, 515, 363, 515, 363, 515, 363, 515, 
