Type,Resistive Attack,DiffAttack
noise,-0.46906418,-0.52566123
noise,-0.038032174,-0.043807387
noise,-0.26622558,-0.2881714
noise,-1.0268701,-1.0626764
noise,-0.012677416,-0.013832435
noise,-0.019016117,-0.020171195
noise,-0.012677409,-0.018452622
noise,-0.10775798,-0.110068075
noise,-0.12677413,-0.15218508
noise,-0.10141927,-0.13260543
noise,-0.557806,-0.57397664
noise,-0.42469323,-0.42700326
noise,-2.0474014,-2.0832076
noise,-0.22185469,-0.25188577
noise,-0.012677431,-0.01383251
noise,-0.019016117,-0.020171195
noise,-0.012677431,-0.01383248
noise,-0.012677401,-0.01383245
noise,-0.025354803,-0.11198324
noise,-0.21551597,-0.2732681
noise,-0.019016117,-0.0213262
noise,-0.1140967,-0.12564713
noise,-0.012677431,-0.017297603
noise,-0.08240318,-0.08471328
noise,-0.14579028,-0.19661254
noise,-0.012677312,-0.016142443
noise,-0.08240318,-0.0858683
noise,-0.36764485,-0.37111002
noise,-0.3803223,-0.38378748
noise,-1.0775797,-1.0810449
noise,-0.10141928,-0.10834915
noise,-0.07606444,-0.08992496
noise,-0.15212893,-0.16945457
noise,-0.21551591,-0.27326804
noise,-0.65922534,-0.6800161
noise,-0.095080614,-0.11818147
noise,-0.59583825,-0.63972986
noise,-0.10141927,-0.14531088
noise,-0.107758045,-0.123928666
noise,-0.5451286,-0.57284963
noise,-0.17114496,-0.1861605
noise,-0.28524172,-0.33952874
noise,-0.46906418,-0.48407972
noise,-0.08874184,-0.09336203
noise,-0.07606447,-0.09223509
noise,-0.10141927,-0.11758989
noise,-0.050709665,-0.06341514
noise,-0.13311279,-0.13773298
noise,-0.012677431,-0.014987513
noise,-0.019016147,-0.022481263
noise,-0.031693578,-0.039778873
noise,-0.019016147,-0.022481278
noise,-0.038032174,-0.04842756
noise,-0.050709605,-0.05648482
noise,-0.038032234,-0.042652413
noise,-2.4911108,-4.0873795
noise,-0.031693578,-0.03746879
noise,-0.03169352,-0.03746873
noise,-0.031693533,-0.031693533
noise,-0.025354818,-0.029974988
noise,-0.025354832,-0.034595173
noise,-0.012677409,-0.014987495
noise,-0.019016117,-0.02479133
noise,-0.03169352,-0.03977882
noise,-0.050709635,-0.057639897
noise,-0.42469323,-0.4327785
noise,-0.40567708,-0.4495687
noise,-0.43103194,-0.44604748
noise,-0.29791912,-0.36144647
noise,-0.50709635,-0.53481734
noise,-0.03169352,-0.03862378
noise,-0.050709635,-0.053019732
noise,-0.006338708,-0.007493757
noise,-0.006338708,-0.007493742
noise,-0.04437093,-0.046681013
noise,-0.17748374,-0.20982492
noise,-0.5261125,-0.5330428
noise,-0.1140967,-0.119871914
noise,-0.6782414,-0.6932569
noise,-0.42469323,-0.4639647
noise,-0.08874184,-0.10375738
noise,-0.025354862,-0.034595206
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.008648798
noise,-0.012677431,-0.013832472
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.01383248
noise,-0.019016147,-0.020171188
noise,-0.012677431,-0.01383248
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.007493757
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493749
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.01383248
noise,-0.19649982,-0.2761978
noise,-0.20917726,-0.24267346
noise,-0.17748374,-0.21098
noise,-0.012677431,-0.014987528
noise,-0.19016117,-0.21095192
noise,-0.1140967,-0.1164068
noise,-0.32961267,-0.43125644
noise,-0.2281934,-0.272085
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.007493764
noise,-0.025354803,-0.027664885
noise,-0.012677431,-0.013832472
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.01383248
noise,-0.019016117,-0.020171158
noise,-0.006338716,-0.007493757
noise,-0.012677401,-0.01383245
noise,-0.012677401,-0.013832442
noise,-0.012677431,-0.013832472
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.00749376
noise,-0.038032204,-0.03918725
noise,-0.5134351,-0.5469314
noise,-0.7796607,-0.8778393
noise,-0.025354862,-0.039215356
noise,-0.038032293,-0.058823064
noise,-0.34862876,-0.38905525
noise,-0.012677431,-0.01383248
noise,-0.012677431,-0.01383248
noise,-0.06338704,-0.080712676
noise,-0.29791915,-0.319865
noise,-0.04437089,-0.048991024
noise,-0.64020914,-0.65060455
noise,-0.50709635,-0.5209569
noise,-0.9254509,-0.97858286
noise,-0.4373706,-0.4835723
noise,-0.78599936,-0.82642585
noise,-0.64020914,-0.81924075
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.00749376
noise,-0.025354832,-0.02881996
noise,-0.006338716,-0.008648801
noise,-0.006338716,-0.008648801
noise,-0.025354803,-0.027664892
noise,-0.012677431,-0.014987517
noise,-0.012677372,-0.013832415
noise,-0.019016087,-0.021326173
noise,-0.012677431,-0.013832474
noise,-0.19016117,-0.19131622
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.00749376
noise,-0.025354803,-0.026509844
noise,-0.107757986,-0.116998315
noise,-1.4579021,-1.484468
noise,-0.04437101,-0.048991203
noise,-0.038032293,-0.04149741
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493734
noise,-0.012677431,-0.01383248
noise,-0.49441895,-0.51982987
noise,-0.06972575,-0.07781106
noise,-0.050709605,-0.058794856
noise,-0.1648063,-0.183287
noise,-0.61485434,-0.6887771
noise,-0.4627254,-0.6440671
noise,-0.76064456,-0.80569124
noise,-0.10141933,-0.114124805
noise,-0.012677431,-0.016142547
noise,-0.006338716,-0.008648798
noise,-0.006338716,-0.008648798
noise,-0.12677407,-0.12908415
noise,-0.038032293,-0.040342376
noise,-0.006338716,-0.007493764
noise,-0.11409664,-0.11525169
noise,-0.038032234,-0.039187275
noise,-0.012677431,-0.01383248
noise,-0.019016117,-0.020171165
noise,-0.012677431,-0.01383248
noise,-0.4627254,-0.46388045
noise,-0.006338716,-0.007493764
noise,-0.04437089,-0.04668098
noise,-0.012677431,-0.01383248
noise,-0.08874187,-0.08989691
noise,-0.012677409,-0.01383245
noise,-0.025354803,-0.026509847
noise,-0.36130616,-1.1917818
noise,-0.05704832,-0.096319795
noise,-0.095080584,-0.11471632
noise,-0.06972575,-0.08012113
noise,-0.050709635,-0.051864684
noise,-0.5451285,-0.557834
noise,-0.47540286,-0.4857982
noise,-0.1457902,-0.15965067
noise,-0.18382244,-0.18959765
noise,-0.25988686,-0.26797217
noise,-0.16480637,-0.18790722
noise,-0.20283854,-0.21785408
noise,-0.006338716,-0.007493764
noise,-0.06972575,-0.2637729
noise,-0.24087077,-0.26281658
noise,-0.39299965,-0.4161005
noise,-0.2979191,-0.32679516
noise,-0.51343507,-0.5307607
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493757
noise,-0.006338716,-0.007493757
noise,-0.03169346,-0.0328485
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493764
noise,-3.1883686,-4.092767
noise,-0.006338716,-0.007493757
noise,-0.012677401,-0.012677401
noise,-0.012677401,-0.019607658
noise,-0.006338701,-0.007493744
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493758
noise,-0.006338716,-0.008648801
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.006338716
noise,-0.006338708,-0.008648793
noise,-0.006338708,-0.007493751
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.0086488
noise,-0.006338708,-0.008648794
noise,-0.006338708,-0.008648792
noise,-0.16480634,-0.17635676
noise,-0.0887419,-0.092207015
noise,-0.06338704,-0.07724753
noise,-0.038032293,-0.044962555
noise,-0.43103194,-0.43680716
noise,-0.38032234,-0.4276791
noise,-0.57048345,-0.6374759
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.007493759
noise,-0.006338686,-0.008648772
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.0086488
noise,-0.006338716,-0.007493757
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.008648801
noise,-0.006338716,-0.007493759
noise,-0.006338708,-0.008648794
noise,-0.006338704,-0.007493747
noise,-0.006338704,-0.007493747
noise,-0.006338716,-0.008648801
noise,-0.006338701,-0.007493743
noise,-0.006338716,-0.007493759
noise,-0.019016117,-0.022481246
noise,-0.39299968,-0.39761984
noise,-0.39933836,-0.4270594
noise,-0.25988686,-0.30839866
noise,-0.48174152,-0.5083075
noise,-0.019016102,-0.02017115
noise,-0.39933836,-0.416664
noise,-1.4388859,-1.6444836
noise,-0.3993384,-0.42821446
noise,-0.19016117,-0.20286664
noise,-0.52611244,-0.53997296
noise,-0.3296126,-0.36079878
noise,-0.51977384,-0.53363436
noise,-0.29791903,-0.35105103
noise,-0.17114496,-0.21388155
noise,-0.025354743,-0.032285005
noise,-0.012677431,-0.01729761
noise,-0.08240318,-0.09626369
noise,-0.012677431,-0.012677431
noise,-0.012677431,-0.014987517
noise,-0.012677431,-0.013832474
noise,-0.006338716,-0.00749376
noise,-0.03169352,-0.034003604
noise,-0.11409676,-0.25270188
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.007493759
noise,-0.012677431,-0.014987517
noise,-0.012677401,-0.013832446
noise,-0.012677409,-0.016142536
noise,-0.006338716,-0.008648802
noise,-0.012677431,-0.013832476
noise,-0.019016102,-0.021326188
noise,-0.012677401,-0.012677401
noise,-0.006338716,-0.008648802
noise,-0.012677431,-0.012677431
noise,-0.025354818,-0.026509862
noise,-0.038032234,-0.039187282
noise,-0.038032234,-0.039187267
noise,-0.031693526,-0.034003623
noise,-0.012677416,-0.012677416
noise,-0.019016113,-0.020171162
noise,-0.019016113,-0.019016113
noise,-0.031693533,-0.03284858
noise,-0.006338716,-0.006338716
noise,-0.019016117,-0.0213262
noise,-0.025354821,-0.025354821
noise,-0.012677413,-0.014987495
noise,-0.012677409,-0.012677409
noise,-0.019016117,-0.020171165
noise,-0.025354818,-0.025354818
noise,-0.025354818,-0.026509866
noise,-0.019016117,-0.019016117
noise,-0.006338708,-0.00864879
noise,-0.025354818,-0.027664915
noise,-0.025354818,-0.027664915
noise,-0.038032226,-0.044962488
noise,-0.025354821,-0.025354821
noise,-0.025354818,-0.026509866
noise,-0.3486288,-0.35209394
noise,-0.14579028,-0.15156549
noise,-0.3993384,-0.40973377
noise,-0.1394515,-0.26766124
noise,-0.17748368,-0.2271505
noise,-0.3486287,-0.36941946
noise,-0.19649982,-0.22537589
noise,-0.41835445,-0.4195095
noise,-0.006338716,-0.007493764
noise,-0.7479672,-0.9108282
noise,-0.17114496,-0.18962565
noise,-0.5641447,-0.5803153
noise,-1.0015154,-1.0396318
noise,-0.15846765,-0.18041345
noise,-0.044370934,-0.050146148
noise,-0.1457902,-0.15387551
noise,-0.278903,-0.31239927
noise,-0.13945144,-0.15793216
noise,-0.019016147,-0.020171195
noise,-0.012677372,-0.01383242
noise,-0.012677431,-0.01383248
noise,-0.012677401,-0.014987484
noise,-0.006338716,-0.007493749
noise,-0.012677401,-0.012677401
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.019016147,-0.021326244
noise,-0.019016147,-0.021326229
noise,-0.019016147,-0.021326244
noise,-0.019016027,-0.019016027
noise,-0.019016147,-0.020171195
noise,-0.025354862,-0.027664945
noise,-0.019016147,-0.020171195
noise,-0.012677431,-0.014987528
noise,-0.012677312,-0.014987394
noise,-0.012677431,-0.012677431
noise,-0.019016027,-0.019016027
noise,-0.019016027,-0.02248115
noise,-0.019016147,-0.020171195
noise,-0.012677431,-0.01383248
noise,-0.019016117,-0.020171165
noise,-0.41835445,-0.43683514
noise,-0.18382245,-0.23002416
noise,-0.6148544,-0.739599
noise,-0.10141933,-0.11065969
noise,-0.4754029,-0.48579827
noise,-0.28524166,-0.45041275
noise,-0.19016114,-0.21557209
noise,-0.06972575,-0.07203582
noise,-0.30425775,-0.37933552
noise,-0.24720955,-0.27955076
noise,-0.12043536,-0.12736562
noise,-0.48174155,-0.51177263
noise,-0.12677407,-0.18106109
noise,-0.46272546,-0.47889608
noise,-0.050709605,-0.054174736
noise,-0.019016147,-0.028256487
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493749
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.008648798
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.014987528
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.019016087,-0.020171136
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.023664355
noise,-0.025354803,-0.06809138
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493749
noise,-0.006338716,-0.006338716
noise,-0.1838224,-0.19075266
noise,-0.36130616,-0.37401164
noise,-0.14579022,-0.15156543
noise,-0.38032222,-0.39764786
noise,-0.22185463,-0.23109499
noise,-0.12677407,-0.12792909
noise,-0.0887419,-0.09798223
noise,-0.47540283,-0.5008138
noise,-0.84938633,-0.89674306
noise,-0.5894995,-0.62415075
noise,-0.49441898,-0.51751983
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.010958888
noise,-0.006338716,-0.015579057
noise,-0.006338716,-0.010958888
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.012113929
noise,-0.006338716,-0.009803843
noise,-0.006338716,-0.00749376
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.010958888
noise,-0.006338716,-0.010958886
noise,-0.012677431,-0.01614256
noise,-0.006338716,-0.007493759
noise,-0.006338716,-0.007493759
noise,-0.012677401,-0.01960766
noise,-0.006338716,-0.008648805
noise,-0.012677401,-0.014987491
noise,-0.006338716,-0.008648805
noise,-0.006338716,-0.012113929
noise,-0.06972578,-0.07088082
noise,-0.012677401,-0.013832444
noise,-0.17114508,-0.19078082
noise,-0.17748374,-0.19596443
noise,-0.84304774,-0.9215906
noise,-0.050709665,-0.06919034
noise,-0.2281934,-0.24551904
noise,-0.36764488,-0.40114114
noise,-0.386661,-0.40167654
noise,-1.3057731,-1.3427346
noise,-0.7162736,-0.74168456
noise,-0.04437089,-0.06400661
noise,-0.006338716,-0.007493764
noise,-0.019016147,-0.02017119
noise,-0.006338716,-0.008648801
noise,-0.03169352,-0.035158694
noise,-0.012677431,-0.017297601
noise,-0.006338716,-0.009803843
noise,-0.03169352,-0.03284856
noise,-0.012677431,-0.014987517
noise,-0.012677431,-0.014987517
noise,-0.019016087,-0.02017113
noise,-0.006338716,-0.00749376
noise,-0.006338716,-0.008648802
noise,-0.019016117,-0.020171162
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.008648805
noise,-0.012677431,-0.016142562
noise,-0.006338716,-0.009803839
noise,-0.006338716,-0.008648798
noise,-0.012677431,-0.016142562
noise,-0.012677431,-0.013832472
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493759
noise,-0.2725643,-0.28411472
noise,-0.1394515,-0.15793216
noise,-0.44370925,-0.5095467
noise,-0.050709724,-0.059950054
noise,-0.025354803,-0.0276649
noise,-0.38032228,-0.49351645
noise,-0.32327396,-0.33020422
noise,-0.12043536,-0.13198578
noise,-0.9571444,-1.0125864
noise,-0.48174155,-0.5960908
noise,-0.36130616,-0.37747675
noise,-0.06972575,-0.07319087
noise,-0.21551594,-0.2247563
noise,-0.4246933,-0.4547244
noise,-0.038032174,-0.040342256
noise,-0.04437089,-0.05130115
noise,-0.08874184,-0.092206955
noise,-0.012677431,-0.014987528
noise,-0.012677372,-0.014987469
noise,-0.006338716,-0.007493764
noise,-0.019016113,-0.02248123
noise,-0.012677372,-0.016142517
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.006338716
noise,-0.012677401,-0.014987499
noise,-0.012677431,-0.014987528
noise,-0.025354803,-0.026509851
noise,-0.006338716,-0.008648813
noise,-0.012677431,-0.01383248
noise,-0.012677431,-0.014987528
noise,-0.012677401,-0.01383245
noise,-0.019016117,-0.021326214
noise,-0.019016117,-0.020171165
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.0172976
noise,-0.006338716,-0.013268963
noise,-0.006338596,-0.008648664
noise,-0.12043536,-0.14700134
noise,-0.7226124,-0.7907599
noise,-0.006338835,-0.016734213
noise,-0.012677431,-0.028848022
noise,-0.006338835,-0.016734213
noise,-0.038032174,-0.046117473
noise,-0.012677431,-0.019607686
noise,-0.06338704,-0.0703173
noise,-0.025354743,-0.03690517
noise,-0.006338701,-0.007493749
noise,-0.006338716,-0.007493764
noise,-0.006338701,-0.007493734
noise,-0.050709635,-0.12463227
noise,-0.006338708,-0.007493742
noise,-0.019016117,-0.051357307
noise,-0.006338708,-0.00864879
noise,-0.006338708,-0.007493742
noise,-0.025354818,-0.026509866
noise,-0.006338716,-0.007493764
noise,-0.019016102,-0.019016102
noise,-0.012677416,-0.01383245
noise,-0.012677416,-0.013832465
noise,-0.019016117,-0.03287664
noise,-0.006338701,-0.006338701
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.006338716
noise,-0.012677401,-0.013832435
noise,-0.012677401,-0.012677401
noise,-0.012677401,-0.012677401
noise,-0.006338716,-0.007493764
noise,-0.006338701,-0.007493749
noise,-0.019016117,-0.030566543
noise,-0.012677401,-0.014987484
noise,-0.006338716,-0.006338716
noise,-0.006338708,-0.007493757
noise,-0.006338701,-0.009803832
noise,-0.006338708,-0.007493757
noise,-0.006338708,-0.00864879
noise,-0.73528975,-0.77340615
noise,-0.057048336,-0.08361432
noise,-0.4183545,-0.458781
noise,-0.14579022,-0.16311586
noise,-0.34229004,-0.37347615
noise,-1.4388859,-1.5243591
noise,-0.4310319,-0.47376847
noise,-0.35496747,-0.44968098
noise,-0.19649985,-0.2196007
noise,-0.114096686,-0.13719754
noise,-0.49441898,-0.5013492
noise,-0.10141927,-0.10719448
noise,-0.03169352,-0.0340036
noise,-0.04437095,-0.06285164
noise,-2.0981112,-2.523167
noise,-0.019016147,-0.020171195
noise,-0.05704835,-0.05704835
noise,-0.012677409,-0.013832457
noise,-0.019016147,-0.020171188
noise,-0.019016147,-0.020171195
noise,-0.019016147,-0.021326244
noise,-0.019016147,-0.020171195
noise,-0.038032204,-0.04265237
noise,-0.019016117,-0.021326207
noise,-0.025354818,-0.027664907
noise,-0.012677431,-0.014987521
noise,-0.019016117,-0.0213262
noise,-0.025354832,-0.026509881
noise,-0.006338716,-0.006338716
noise,-0.025354832,-0.025354832
noise,-0.012677431,-0.016142555
noise,-0.03169352,-0.03515864
noise,-0.22185469,-0.22994
noise,-0.12043542,-0.18280771
noise,-0.6782414,-0.7198229
noise,-0.095080554,-0.13550705
noise,-0.30425784,-0.3250486
noise,-0.45004797,-0.47430387
noise,-0.5514673,-0.58034337
noise,-0.07606445,-0.07721947
noise,-0.006338716,-0.007493764
noise,-0.012677401,-0.014987491
noise,-0.1457902,-0.14925534
noise,-0.12043536,-0.21283877
noise,-0.11409664,-0.12911218
noise,-0.29158044,-0.3181464
noise,-0.04437095,-0.099813
noise,-0.038032293,-0.055357933
noise,-0.67824143,-0.7452339
noise,-0.050709724,-0.13271774
noise,-0.019016087,-0.023636281
noise,-0.21551597,-0.22129118
noise,-0.73528975,-0.7999722
noise,-0.70993495,-1.1465409
noise,-0.17748374,-0.2306157
noise,-0.006338716,-0.01095888
noise,-0.05704838,-0.088234544
noise,-0.012677431,-0.016142547
noise,-0.03169352,-0.053639352
noise,-0.019016087,-0.020171165
noise,-0.012677431,-0.01383251
noise,-0.019016087,-0.021326184
noise,-0.012677431,-0.01383245
noise,-0.012677431,-0.014987528
noise,-0.006338716,-0.007493794
noise,-0.012677431,-0.01383251
noise,-0.019016087,-0.021326184
noise,-0.019016147,-0.021326244
noise,-0.006338716,-0.008648813
noise,-0.012677431,-0.016142547
noise,-0.012677431,-0.01383245
noise,-0.019016147,-0.019016147
noise,-0.03169352,-0.032848597
noise,-0.14579022,-0.16311586
noise,-0.62753177,-0.66795826
noise,-0.57682204,-0.6184036
noise,-0.107758045,-0.133169
noise,-0.24720943,-0.2783956
noise,-0.05704832,-0.069753796
noise,-0.006338716,-0.006338716
noise,-0.019016266,-0.08485365
noise,-0.006338835,-0.06986618
noise,-0.8874186,-0.9671167
noise,-0.15846777,-0.18734384
noise,-0.19016117,-0.22019228
noise,-0.32327396,-0.33482438
noise,-0.28524172,-0.30025727
noise,-0.05704838,-0.07206392
noise,-0.107758045,-0.12970385
noise,-0.1394515,-0.1556221
noise,-0.05704832,-0.061668485
noise,-0.05704838,-0.059358463
noise,-0.5704834,-1.4298351
noise,-0.107757926,-0.11815332
noise,-0.019016087,-0.025946349
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.016142577
noise,-0.012677431,-0.01383248
noise,-0.012677431,-0.017297596
noise,-0.019016117,-0.02479133
noise,-0.012677401,-0.014987499
noise,-0.019016117,-0.021326214
noise,-0.019016087,-0.020171136
noise,-0.012677431,-0.014987528
noise,-0.025354862,-0.02766496
noise,-0.012677431,-0.018452644
noise,-0.012677431,-0.014987528
noise,-0.012677431,-0.017297596
noise,-0.012677372,-0.016142547
noise,-0.03169346,-0.03977874
noise,-0.944467,-1.7333612
noise,-0.012677431,-0.03693366
noise,-0.006338596,-0.084881306
noise,-0.11409676,-0.18455422
noise,-0.012677409,-0.014987506
noise,-0.012677409,-0.013832457
noise,-0.006338716,-0.007493734
noise,-0.006338716,-0.007493764
noise,-0.006338701,-0.007493749
noise,-0.006338716,-0.006338716
noise,-0.4437093,-1.031626
noise,-0.006338596,-0.061780453
noise,-0.1394515,-0.18796301
noise,-0.7923381,-0.8489351
noise,-0.26622558,-0.28470626
noise,-0.18382245,-0.21616364
noise,-0.15212893,-0.16714449
noise,-0.19016115,-0.2536885
noise,-0.3232739,-0.41452226
noise,-0.07606447,-0.08183968
noise,-0.29791915,-0.3406557
noise,-0.025354862,-0.03806033
noise,-0.012677431,-0.01845264
noise,-0.095080554,-0.19210413
noise,-0.23453206,-0.24839257
noise,-0.06338704,-0.077247545
noise,-0.019016027,-0.021326113
noise,-0.025354743,-0.027664829
noise,-0.019016147,-0.022481278
noise,-0.006338716,-0.008648813
noise,-0.025354862,-0.02650991
noise,-0.019016147,-0.022481292
noise,-0.012677431,-0.014987528
noise,-0.006338716,-0.015579075
noise,-0.012677431,-0.012677431
noise,-0.019016087,-0.023636252
noise,-0.019016087,-0.023636252
noise,-0.012677431,-0.018452644
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.009803847
noise,-0.03169352,-0.03169352
noise,-0.03169346,-0.046709
noise,-0.32327396,-0.3325143
noise,-0.4246932,-0.446639
noise,-0.34862876,-0.45373762
noise,-0.22185467,-0.32234338
noise,-0.76064456,-0.80338115
noise,-0.18382245,-0.2935515
noise,-0.006338716,-0.007493764
noise,-0.038032234,-0.039187282
noise,-0.006338716,-0.010958895
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338701,-0.008648783
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.018452644
noise,-0.24087077,-0.31017333
noise,-1.0839185,-1.1428256
noise,-0.278903,-0.31817445
noise,-0.17748374,-0.1867241
noise,-0.32327396,-0.3764059
noise,-0.5387899,-0.58499163
noise,-0.12043536,-0.1354509
noise,-0.17748368,-0.21560007
noise,-0.006338716,-0.008648813
noise,-0.08240318,-0.15517092
noise,-0.006338716,-0.010958895
noise,-0.006338716,-0.01557906
noise,-0.012677372,-0.014987454
noise,-0.006338716,-0.008648798
noise,-0.006338716,-0.008648798
noise,-0.006338716,-0.010958895
noise,-0.012677431,-0.019607693
noise,-0.012677431,-0.016142562
noise,-0.006338716,-0.008648805
noise,-0.012677431,-0.020762727
noise,-0.006338716,-0.012113929
noise,-0.012677431,-0.019607678
noise,-0.006338716,-0.009803843
noise,-0.006338716,-0.009803843
noise,-0.012677431,-0.017297603
noise,-0.006338716,-0.008648805
noise,-0.012677431,-0.018452644
noise,-0.006338716,-0.009803843
noise,-0.006338716,-0.009803843
noise,-0.03169352,-0.04208891
noise,-0.012677431,-0.017297596
noise,-0.006338716,-0.010958888
noise,-0.012677372,-0.014987469
noise,-0.22185469,-0.5695225
noise,-0.45004803,-0.50318
noise,-0.2598869,-0.3361197
noise,-0.20917726,-0.24151844
noise,-0.25988686,-0.30262345
noise,-1.2994344,-1.3479462
noise,-0.6972575,-0.8127618
noise,-0.095080614,-0.119336516
noise,-0.006338716,-0.009803861
noise,-0.006338716,-0.013268963
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.010958895
noise,-0.012677372,-0.016142502
noise,-0.012677401,-0.01729758
noise,-0.012677416,-0.02191776
noise,-0.012677401,-0.019607663
noise,-0.006338716,-0.009803847
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.019607693
noise,-0.006338716,-0.010958895
noise,-0.006338716,-0.009803847
noise,-0.012677401,-0.030003041
noise,-0.006338716,-0.009803847
noise,-0.006338716,-0.013268963
noise,-0.006338716,-0.008648798
noise,-0.006338716,-0.009803843
noise,-0.006338716,-0.017889142
noise,-0.006338716,-0.008648802
noise,-0.006338716,-0.01095888
noise,-0.1394515,-0.19604859
noise,-0.10141927,-0.14300081
noise,-0.006338656,-0.007493705
noise,-0.2725643,-0.30259538
noise,-0.29791915,-0.39494273
noise,-0.5261125,-0.5711591
noise,-0.25354815,-0.2812692
noise,-0.17114505,-0.22658712
noise,-0.012677401,-0.028847992
noise,-0.025354862,-0.04614563
noise,-0.006338716,-0.022509307
noise,-0.025354803,-0.049610697
noise,-0.031693548,-0.034003638
noise,-0.019016117,-0.021326214
noise,-0.006338716,-0.006338716
noise,-0.012677401,-0.014987499
noise,-0.019016102,-0.021326184
noise,-0.006338704,-0.007493738
noise,-0.25988686,-0.28760788
noise,-0.095080614,-0.15514283
noise,-0.14579022,-0.1850617
noise,-0.27890298,-0.29853868
noise,-0.46906412,-0.48754483
noise,-0.050709605,-0.07150039
noise,-0.20283854,-0.2802264
noise,-0.03169346,-0.040933788
noise,-0.012677372,-0.018452585
noise,-0.006338716,-0.008648813
noise,-0.012677431,-0.018452644
noise,-0.006338716,-0.008648798
noise,-0.025354803,-0.026509851
noise,-0.006338716,-0.007493764
noise,-0.019016087,-0.020171136
noise,-0.019016147,-0.020171195
noise,-0.012677409,-0.013832457
noise,-0.006338708,-0.007493757
noise,-0.006338708,-0.007493757
noise,-0.012677409,-0.013832457
noise,-0.006338716,-0.007493764
noise,-0.019016113,-0.020171162
noise,-0.025354803,-0.027664885
noise,-0.012677401,-0.018452615
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.008648813
noise,-0.25988692,-0.31763905
