Type,Resistive Attack,DiffAttack
noise,-0.47540283,-0.49272847
noise,-0.23453212,-0.2622531
noise,-0.6909188,-0.78216714
noise,-0.20283854,-0.21207887
noise,-0.58949953,-0.627616
noise,-0.386661,-0.42593247
noise,-0.31059653,-0.33600748
noise,-1.1409669,-1.2403005
noise,-0.038032293,-0.09809451
noise,-0.24087077,-0.3794759
noise,-0.31693524,-0.4670908
noise,-0.006338716,-0.01095888
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.014987513
noise,-0.038032174,-0.15238139
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493757
noise,-0.006338716,-0.010958895
noise,-0.012677431,-0.014987528
noise,-0.012677431,-0.018452644
noise,-0.012677431,-0.01383248
noise,-0.012677431,-0.016142562
noise,-0.012677431,-0.014987528
noise,-0.025354803,-0.028819926
noise,-0.006338716,-0.009803839
noise,-0.012677431,-0.017297603
noise,-0.012677372,-0.018452585
noise,-0.006338716,-0.008648798
noise,-0.025354803,-0.033440102
noise,-0.006338716,-0.008648805
noise,-0.012677431,-0.017297603
noise,-0.025354803,-0.03228506
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.008648805
noise,-0.05704838,-0.059358463
noise,-0.9064348,-1.0704508
noise,-0.4120158,-0.48940367
noise,-1.5276278,-1.5588139
noise,-0.49441895,-0.5117446
noise,-0.7479671,-0.8322852
noise,-0.4310319,-0.5037996
noise,-0.40567708,-0.47035947
noise,-0.025354862,-0.028820008
noise,-0.050709605,-0.061104983
noise,-0.019016147,-0.023636326
noise,-0.038032234,-0.046117533
noise,-0.012677431,-0.014987517
noise,-0.019016087,-0.021326173
noise,-0.03169352,-0.03515865
noise,-0.012677431,-0.014987517
noise,-0.012677431,-0.014987517
noise,-0.025354803,-0.027664892
noise,-0.025354803,-0.027664892
noise,-0.012677372,-0.016142502
noise,-0.025354803,-0.027664892
noise,-0.019016087,-0.021326177
noise,-0.03169352,-0.034003608
noise,-0.05704835,-0.061668523
noise,-0.03169352,-0.0340036
noise,-0.019016117,-0.020171158
noise,-0.019016117,-0.022481244
noise,-0.21551597,-0.21782607
noise,-0.19649982,-0.21382546
noise,-0.08240318,-0.09395361
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.008648813
noise,-0.019016147,-0.020171195
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338701,-0.007493749
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.006338716
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338708,-0.00864879
noise,-0.012677416,-0.013832465
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.008648813
noise,-0.025354803,-0.03228505
noise,-0.62753177,-0.6644931
noise,-0.31059653,-0.3394726
noise,-0.19016117,-0.19593638
noise,-0.3105966,-0.34524786
noise,-0.20283857,-0.23748985
noise,-0.095080614,-0.17131343
noise,-0.12677413,-0.14871997
noise,-0.17114508,-0.20233124
noise,-0.50709635,-0.5602283
noise,-0.08874184,-0.0956721
noise,-0.03169352,-0.03631369
noise,-0.17748374,-0.184414
noise,-0.019016117,-0.021326203
noise,-0.019016117,-0.02017116
noise,-0.012677401,-0.013832443
noise,-0.025354862,-0.02650991
noise,-0.019016117,-0.022481244
noise,-0.025354832,-0.027664918
noise,-0.025354832,-0.026509874
noise,-0.012677431,-0.012677431
noise,-0.025354818,-0.025354818
noise,-0.012677431,-0.01614256
noise,-0.019016117,-0.019016117
noise,-0.006338716,-0.008648802
noise,-0.019016117,-0.020171165
noise,-0.019016087,-0.02132617
noise,-0.025354803,-0.032285064
noise,-0.07606447,-0.08299472
noise,-1.0902572,-1.1491643
noise,-0.36130613,-0.40750784
noise,-0.48174155,-0.49213696
noise,-0.16480632,-0.17289163
noise,-0.20283854,-0.2340247
noise,-0.08240318,-0.15632588
noise,-1.1916765,-1.2817698
noise,-0.095080495,-0.10432084
noise,-0.06338704,-0.068007216
noise,-0.05704832,-0.05820337
noise,-0.038032226,-0.04842762
noise,-0.012677409,-0.012677409
noise,-0.012677431,-0.014987513
noise,-0.025354818,-0.029974982
noise,-0.019016117,-0.020171158
noise,-0.03169352,-0.03515865
noise,-0.019016087,-0.020171128
noise,-0.012677431,-0.016142555
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.06338704,-0.07147234
noise,-0.006338716,-0.007493757
noise,-0.019016117,-0.020171165
noise,-0.006338716,-0.006338716
noise,-0.025354803,-0.026509844
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493757
noise,-0.006338716,-0.007493757
noise,-0.012677409,-0.013832457
noise,-0.088741854,-0.101447314
noise,-0.17114502,-0.1792303
noise,-0.3232739,-0.36023527
noise,-1.0141927,-1.0245881
noise,-0.019016117,-0.03403169
noise,-0.5514673,-0.57803327
noise,-0.26622558,-0.2881714
noise,-0.46906412,-0.5083356
noise,-0.31693527,-0.37468737
noise,-0.16480637,-0.17173661
noise,-0.006338716,-0.007493749
noise,-0.012677431,-0.01383248
noise,-0.05704832,-0.05820337
noise,-0.012677431,-0.013832465
noise,-0.006338716,-0.007493749
noise,-0.006338716,-0.007493749
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.01383248
noise,-0.012677372,-0.01383242
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.012677372,-0.01383242
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.009803847
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.009803847
noise,-0.6972575,-0.69956756
noise,-0.07606447,-0.094545126
noise,-1.5149504,-1.6870518
noise,-0.0887419,-0.1129978
noise,-0.35496747,-0.40347928
noise,-1.1282895,-1.1513903
noise,-0.2091772,-0.23458815
noise,-0.10141921,-0.11181462
noise,-0.32961264,-0.38851982
noise,-0.31693524,-0.33310586
noise,-0.40567708,-0.52233636
noise,-0.07606444,-0.10840562
noise,-0.050709605,-0.10037644
noise,-0.019016117,-0.02941151
noise,-0.012677431,-0.014987528
noise,-0.006338716,-0.007493764
noise,-0.012677409,-0.014987506
noise,-0.019016027,-0.021326095
noise,-0.012677431,-0.01383251
noise,-0.012677431,-0.01383251
noise,-0.012677431,-0.014987528
noise,-0.012677431,-0.019607663
noise,-0.012677431,-0.014987528
noise,-0.012677372,-0.01383245
noise,-0.019016027,-0.021326125
noise,-0.019016147,-0.021326244
noise,-0.006338716,-0.008648813
noise,-0.038032234,-0.04149735
noise,-0.012677431,-0.020762742
noise,-0.38666093,-0.47906435
noise,-0.6211931,-0.72514695
noise,-0.14579022,-0.17582136
noise,-0.57048345,-0.6790575
noise,-0.11409688,-0.14528303
noise,-0.03169346,-0.046709
noise,-0.23453209,-0.26340815
noise,-0.20283854,-0.2097688
noise,-0.2915804,-0.32738674
noise,-0.22185469,-0.25188577
noise,-0.47540283,-0.49850368
noise,-1.1663215,-1.2933762
noise,-0.45004803,-0.48931947
noise,-0.025354803,-0.03690523
noise,-0.012677431,-0.014987513
noise,-0.019016087,-0.021326177
noise,-0.025354803,-0.029974967
noise,-0.025354825,-0.027664911
noise,-0.012677416,-0.013832461
noise,-0.006338716,-0.008648813
noise,-0.006338708,-0.008648805
noise,-0.012677409,-0.012677409
noise,-0.006338716,-0.009803847
noise,-0.012677409,-0.01729758
noise,-0.019016113,-0.019016113
noise,-0.012677409,-0.014987499
noise,-0.012677409,-0.013832454
noise,-0.006338708,-0.008648798
noise,-0.012677431,-0.014987517
noise,-0.019016117,-0.02248124
noise,-0.012677431,-0.014987517
noise,-0.012677409,-0.013832454
noise,-0.038032234,-0.039187282
noise,-0.06972572,-0.08358623
noise,-0.30425784,-0.35507974
noise,-0.71627355,-1.0246699
noise,-0.095080614,-0.11471635
noise,-0.5578059,-0.66984504
noise,-0.68458,-1.6559708
noise,-0.04437089,-0.4740467
noise,-0.25988686,-0.26335204
noise,-0.06338704,-0.07493746
noise,-0.27256432,-0.3557274
noise,-0.012677431,-0.017297596
noise,-0.006338716,-0.01095888
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.038032234,-0.04149735
noise,-0.012677372,-0.023072764
noise,-0.012677401,-0.014987484
noise,-0.006338716,-0.008648798
noise,-0.006338716,-0.007493764
noise,-0.012677401,-0.01383245
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.007493764
noise,-0.012677401,-0.014987484
noise,-0.012677416,-0.013832465
noise,-0.019016117,-0.020171165
noise,-0.012677409,-0.013832457
noise,-0.012677372,-0.01383242
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.01383248
noise,-0.006338835,-0.008648932
noise,-0.1014193,-0.10719451
noise,-0.025354821,-0.031130034
noise,-0.1521289,-0.16252425
noise,-1.4325473,-1.611579
noise,-0.25988686,-0.27605748
noise,-0.04437089,-0.050146103
noise,-0.22819334,-0.24782908
noise,-0.7162736,-0.7428396
noise,-0.7416285,-0.7681945
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.007493734
noise,-0.006338716,-0.008648753
noise,-0.006338716,-0.008648753
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.007493794
noise,-0.006338716,-0.007493794
noise,-0.019016147,-0.02479136
noise,-0.012677431,-0.018452644
noise,-0.13311279,-0.14235312
noise,-0.04437095,-0.048991084
noise,-0.2535482,-0.40485877
noise,-0.31693518,-0.32155538
noise,-0.08240312,-0.089333355
noise,-0.06338704,-0.07147229
noise,-0.29791912,-0.31062463
noise,-0.6085156,-0.62815136
noise,-0.15846765,-0.17001808
noise,-0.20917726,-0.23343319
noise,-0.15846765,-0.18503362
noise,-0.012677431,-0.019607693
noise,-0.006338716,-0.012113929
noise,-0.038032174,-0.18472254
noise,-0.012677431,-0.019607693
noise,-0.05704832,-0.089389324
noise,-0.019016147,-0.025946409
noise,-0.019016147,-0.025946409
noise,-0.012677372,-0.019607633
noise,-0.012677431,-0.019607663
noise,-0.019016087,-0.027101398
noise,-0.019016087,-0.027101398
noise,-0.012677431,-0.02191779
noise,-0.012677401,-0.02191773
noise,-0.019016117,-0.025946379
noise,-0.019016087,-0.023636252
noise,-0.012677431,-0.019607693
noise,-0.019016117,-0.025946379
noise,-1.1219506,-1.185478
noise,-0.1014193,-0.1326054
noise,-0.50709635,-0.52557707
noise,-0.26622564,-0.32628787
noise,-0.34229004,-0.37694132
noise,-0.18382245,-0.2346443
noise,-0.50709635,-0.5359724
noise,-0.05704832,-0.069753796
noise,-0.006338716,-0.007493764
noise,-0.61485434,-0.6160094
noise,-0.12043542,-0.1296758
noise,-0.3739835,-0.39939445
noise,-0.24087083,-0.25588638
noise,-1.3754989,-1.6423137
noise,-0.1394515,-0.15100193
noise,-0.10141933,-0.106039464
noise,-0.51343507,-0.57580733
noise,-0.3296126,-0.3769694
noise,-0.07606444,-0.11533588
noise,-0.05704835,-0.26726583
noise,-0.18382242,-0.2023032
noise,-0.019016117,-0.09640393
noise,-0.025354821,-0.038060267
noise,-0.012677409,-0.031158082
noise,-0.019016117,-0.031721592
noise,-2.1171274,-2.7258348
noise,-0.019016117,-0.05828756
noise,-0.006338716,-0.015579045
noise,-0.025354818,-0.038060293
noise,-0.1394515,-0.15677714
noise,-0.012677401,-0.020762704
noise,-0.012677401,-0.024227828
noise,-0.025354818,-0.028819948
noise,-0.44370937,-0.5522834
noise,-0.050709665,-0.071500435
noise,-1.1980152,-1.275403
noise,-0.2979191,-0.32333004
noise,-1.1789991,-1.2240458
noise,-0.08240312,-0.14477545
noise,-0.012677416,-0.014987513
noise,-0.006338701,-0.008648798
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493794
noise,-0.03169352,-0.058259487
noise,-0.48808026,-0.49154538
noise,-1.1092733,-1.3668478
noise,-0.06972575,-0.12401277
noise,-0.03169346,-0.06403458
noise,-0.43737063,-0.45007607
noise,-0.063387096,-0.080712736
noise,-0.031693578,-0.036313772
noise,-0.19016111,-0.2525334
noise,-0.1394515,-0.16948262
noise,-0.012677431,-0.024227858
noise,-0.006338716,-0.012113929
noise,-0.012677431,-0.019607693
noise,-0.012677372,-0.018452585
noise,-0.012677431,-0.019607693
noise,-0.012677431,-0.018452644
noise,-0.012677431,-0.019607678
noise,-0.006338716,-0.012113929
noise,-0.012677431,-0.020762727
noise,-0.012677372,-0.018452585
noise,-0.012677431,-0.019607693
noise,-0.012677431,-0.020762742
noise,-0.012677372,-0.019607633
noise,-0.012677431,-0.01729761
noise,-0.012677431,-0.020762734
noise,-0.019016147,-0.027101442
noise,-0.012677431,-0.020762727
noise,-0.019016147,-0.025946394
noise,-0.012677372,-0.020762667
noise,-0.03169346,-0.03746867
noise,-0.25354818,-0.31245536
noise,-2.5671754,-2.6237724
noise,-0.1394515,-0.15331201
noise,-0.23453206,-0.24723756
noise,-0.06338704,-0.0922631
noise,-1.4198698,-1.4961026
noise,-0.8684026,-1.0277984
noise,-0.012677431,-0.01383251
noise,-0.36764485,-0.45311797
noise,-0.21551594,-0.25940755
noise,-0.6972575,-0.7688702
noise,-0.27890295,-0.44522908
noise,-0.3042578,-0.45210326
noise,-0.24087083,-0.30093306
noise,-0.20917726,-0.2241928
noise,-0.25354815,-0.29166454
noise,-0.9571444,-0.98948556
noise,-0.21551594,-0.22937647
noise,-0.025354862,-0.033440173
noise,-0.012677431,-0.017297596
noise,-0.019016087,-0.027101398
noise,-0.012677372,-0.018452585
noise,-0.012677372,-0.020762682
noise,-0.025354803,-0.029974997
noise,-0.012677431,-0.018452644
noise,-0.019016087,-0.022481233
noise,-0.019016087,-0.023636252
noise,-0.025354803,-0.031130016
noise,-0.012677431,-0.018452644
noise,-0.012677431,-0.017297596
noise,-0.012677372,-0.016142488
noise,-0.012677431,-0.018452644
noise,-0.019016087,-0.027101368
noise,-0.038032234,-0.043807447
noise,-0.019016087,-0.023636252
noise,-0.8684026,-1.0197132
noise,-0.36130616,-0.4248335
noise,-0.12677407,-0.15449509
noise,-0.6085156,-0.63046145
noise,-0.20917726,-0.22534782
noise,-0.3486288,-0.40291575
noise,-0.09508057,-0.11009614
noise,-0.18382251,-0.24272968
noise,-0.019016147,-0.035186745
noise,-0.15846762,-0.20466933
noise,-0.24720949,-0.26569015
noise,-0.5070964,-0.5140267
noise,-1.4452246,-1.5745895
noise,-0.42469317,-0.43508857
noise,-1.8699179,-1.901104
noise,-0.22185469,-0.23340511
noise,-0.006338716,-0.008648813
noise,-0.012677431,-0.014987499
noise,-0.019016087,-0.025946349
noise,-0.006338716,-0.008648813
noise,-0.025354862,-0.028820008
noise,-0.006338716,-0.008648813
noise,-0.019016117,-0.021326214
noise,-0.019016117,-0.022481263
noise,-0.038032234,-0.04034233
noise,-0.006338716,-0.007493764
noise,-0.006338716,-0.008648813
noise,-0.012677416,-0.014987513
noise,-0.019016117,-0.022481233
noise,-0.012677409,-0.014987506
noise,-0.012677409,-0.014987506
noise,-0.3676448,-0.37688512
noise,-0.4120158,-0.43511665
noise,-0.038032174,-0.04149729
noise,-1.9269662,-1.945447
noise,-0.65288657,-0.68176264
noise,-0.6338705,-0.66274655
noise,-0.24720946,-0.2691553
noise,-0.5261125,-0.58501965
noise,-0.6148544,-0.64026535
noise,-0.13311279,-0.1411981
noise,-0.012677431,-0.014987528
noise,-0.012677431,-0.014987528
noise,-0.012677431,-0.01383251
noise,-0.006338716,-0.008648813
noise,-0.12677407,-0.12792915
noise,-0.012677431,-0.014987528
noise,-0.012677431,-0.01383251
noise,-0.019016117,-0.021326214
noise,-0.006338716,-0.007493794
noise,-0.019016117,-0.021326214
noise,-0.09508056,-0.09739063
noise,-0.012677409,-0.014987506
noise,-0.012677409,-0.014987506
noise,-0.006338716,-0.008648813
noise,-0.03169352,-0.032848567
noise,-0.019016117,-0.020171165
noise,-0.4373706,-0.46624666
noise,-0.20917726,-0.27154955
noise,-0.006338716,-0.007493794
noise,-0.31059653,-0.4099302
noise,-0.18382244,-0.19421782
noise,-1.4071925,-1.4395337
noise,-0.6402092,-0.7233723
noise,-0.03169346,-0.03862369
noise,-0.06338705,-0.068007246
noise,-0.019016117,-0.021326214
noise,-0.025354803,-0.0276649
noise,-0.019016117,-0.022481233
noise,-0.025354832,-0.02766493
noise,-0.006338716,-0.008648813
noise,-0.025354803,-0.0276649
noise,-0.012677431,-0.014987499
noise,-0.006338716,-0.008648813
noise,-0.019016147,-0.022481292
noise,-0.019016117,-0.021326214
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.009803832
noise,-0.012677431,-0.016142547
noise,-0.73528975,-0.796507
noise,-0.06972575,-0.10322198
noise,-1.2994344,-1.4045433
noise,-0.17114496,-0.21503659
noise,-0.120435394,-0.12505558
noise,-0.54512864,-0.55436903
noise,-0.86206377,-0.9082654
noise,-0.35496747,-0.38268852
noise,-0.025354743,-0.055385828
noise,-0.012677312,-0.013832361
noise,-0.012677431,-0.014987528
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493764
noise,-0.05704832,-0.05935839
noise,-0.019016027,-0.021326125
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.008648783
noise,-0.012677431,-0.014987499
noise,-0.006338716,-0.008648813
noise,-0.012677431,-0.014987528
noise,-0.012677431,-0.01383248
noise,-0.006338716,-0.008648813
noise,-0.006338716,-0.007493764
noise,-0.012677431,-0.016142547
noise,-0.006338716,-0.008648813
noise,-0.31059653,-0.31406164
noise,-0.9064348,-0.9491713
noise,-0.31059653,-0.33485246
noise,-0.4563867,-0.5106737
noise,-0.12043536,-0.14931142
noise,-0.08874184,-0.10375738
noise,-0.25354826,-0.37367272
noise,-0.21551585,-0.22937632
noise,-0.30425775,-0.31003296
noise,-0.13311279,-0.1458183
noise,-0.038032234,-0.06344317
noise,-0.019016117,-0.034031674
noise,-0.012677416,-0.020762727
noise,-0.012677431,-0.020762742
noise,-0.019016087,-0.027101383
noise,-0.019016132,-0.027101427
noise,-0.019016147,-0.029411528
noise,-0.012677431,-0.021917775
noise,-0.019016117,-0.029411502
noise,-0.019016087,-0.03865181
noise,-0.012677401,-0.02191773
noise,-0.012677416,-0.027692959
noise,-0.019016117,-0.02479133
noise,-0.019016117,-0.02479133
noise,-0.019016117,-0.03403167
noise,-0.019016117,-0.02479133
noise,-0.51343507,-0.59082294
noise,-0.28524166,-0.45387787
noise,-0.18382251,-0.23117924
noise,-0.20917726,-0.28772014
noise,-1.2170314,-1.2978843
noise,-0.84304774,-0.9181255
noise,-0.4183545,-0.5084479
noise,-0.13311285,-0.36065623
noise,-0.4183545,-2.5367026
noise,-0.25354818,-0.40832388
noise,-0.70993495,-0.80233836
noise,-0.06972575,-0.17252454
noise,-0.10141927,-0.18458235
noise,-0.031693578,-0.16567853
noise,-0.025354862,-0.16511501
noise,-0.031693578,-0.19108947
noise,-0.04437095,-0.20376682
noise,-0.038032234,-0.19280794
noise,-0.038032293,-0.17894748
noise,-0.031693578,-0.17607391
noise,-0.025354862,-0.18475075
noise,-0.038032293,-0.2251492
noise,-0.031693578,-0.17376381
noise,-0.04437101,-0.2095421
noise,-0.031693578,-0.2026399
noise,-0.03169346,-0.21534523
noise,-0.038032293,-0.23900971
noise,-0.025354743,-0.21016157
noise,-0.031693578,-0.24191134
noise,-0.20917726,-0.32814664
noise,-0.24087077,-0.37254563
noise,-0.03169352,-0.12178683
noise,-0.08240318,-0.1724965
noise,-0.26622564,-0.37826473
noise,-0.29791915,-0.4700205
noise,-0.91911215,-1.2506094
noise,-0.49441904,-0.6619002
noise,-0.012677431,-0.049638778
noise,-0.03169346,-0.102151066
noise,-0.06972575,-0.12170267
noise,-0.29791912,-0.38685742
noise,-0.1267741,-0.2087821
noise,-0.90009606,-0.98903435
noise,-0.18382244,-0.31434226
noise,-1.0839185,-1.342648
noise,-0.20283854,-0.32642812
noise,-0.22185469,-0.42745227
noise,-0.24087077,-0.3494448
noise,-0.9064348,-1.0161638
noise,-0.05704832,-0.156382
noise,-0.1648063,-0.27338034
noise,-0.19016117,-0.33569655
noise,-0.08240318,-0.2210083
noise,-0.08240315,-0.21754315
noise,-0.06972575,-0.20024556
noise,-0.08240315,-0.21176794
noise,-0.07606447,-0.2562511
noise,-0.08240318,-0.23140368
noise,-0.06338704,-0.23433335
noise,-0.0887419,-0.23543233
noise,-0.095080554,-0.24177095
noise,-0.08240312,-0.22447336
noise,-0.08874184,-0.22388183
noise,-0.08874184,-0.24120747
noise,-0.095080614,-0.23484078
noise,-0.08874184,-0.23889738
noise,-0.10141921,-0.32549745
noise,-0.08874184,-0.21579653
noise,-0.8050155,-1.0048379
noise,-0.9064347,-1.1524588
noise,-0.17748372,-0.27104217
noise,-0.53878987,-0.75016266
noise,-0.57682216,-0.68886125
noise,-0.84304774,-1.0012885
noise,-0.1838224,-0.30972204
noise,-0.2852416,-0.5046997
noise,-0.3739835,-0.64657354
noise,-0.15846777,-0.25318128
noise,-0.09508057,-0.18632893
noise,-0.56414473,-0.67156374
noise,-0.31059647,-0.40762
noise,-0.15212893,-0.22605163
noise,-0.7669833,-0.8351308
noise,-0.27890298,-0.43483374
noise,-0.050709605,-0.17660925
noise,-0.2535482,-0.36674237
noise,-0.05704832,-0.15753704
noise,-0.019016113,-0.097559035
noise,-0.019016117,-0.114884645
noise,-0.03169352,-0.11716667
noise,-0.038032234,-0.12697051
noise,-0.025354825,-0.15240952
noise,-0.025354832,-0.12353344
noise,-0.025354803,-0.13392882
noise,-0.03169352,-0.11485657
noise,-0.038032234,-0.14660624
noise,-0.038032204,-0.15122637
noise,-0.038032234,-0.1315907
noise,-0.038032204,-0.13390073
noise,-0.050709605,-0.15004328
noise,-0.025354832,-0.12122336
noise,-0.019016117,-0.10448927
noise,-0.038032234,-0.10155958
noise,-0.5197737,-0.7242162
noise,-0.006338835,-0.21078138
noise,-0.019016266,-0.20382307
noise,-0.05704832,-0.10787019
noise,-0.025354624,-0.09812231
noise,-0.05704832,-0.11826557
noise,-0.006338835,-0.025974572
noise,-0.006338835,-0.029439658
noise,-0.006338835,-0.02828464
noise,-0.12677407,-0.21224722
noise,-0.5451286,-0.5936404
noise,-0.48808032,-0.57701856
noise,-0.55780596,-0.6375039
noise,-0.25354818,-0.32631588
noise,-2.2819335,-2.32005
noise,-1.22337,-1.3019128
noise,-0.03169352,-0.095220864
noise,-0.012677431,-0.05772409
noise,-0.012677431,-0.060034186
noise,-0.012677431,-0.0658094
noise,-0.031693548,-0.08020535
noise,-0.04437095,-0.59648114
noise,-0.050709665,-0.11423701
noise,-0.025354803,-0.07040146
noise,-0.025354818,-0.078486785
noise,-0.03169352,-0.09637591
noise,-0.031693533,-0.09637591
noise,-0.031693533,-0.09637591
noise,-0.044370927,-0.1437046
noise,-0.019016113,-0.092938855
noise,-0.031693522,-0.10330616
noise,-0.031693522,-0.09175573
noise,-0.031693522,-0.09984104
noise,-0.019016113,-0.08600859
noise,-0.03803223,-0.12466043
noise,-0.038032226,-0.09693941
noise,-0.031693522,-0.0963759
noise,-0.038032234,-0.10040453
noise,-0.5134351,-0.5838927
noise,-0.24720946,-0.29918638
noise,-0.5958383,-2.2533245
noise,-0.48174155,-0.5521991
noise,-0.7859994,-0.855302
noise,-0.62753177,-0.715315
noise,-0.29158044,-0.35510778
noise,-0.006338716,-0.022509307
noise,-0.006338716,-0.023664355
noise,-0.006338716,-0.024819404
noise,-0.006338716,-0.029439569
noise,-0.24720955,-0.31766713
noise,-0.25354815,-0.33786625
noise,-0.2725643,-0.40654922
noise,-0.4437093,-0.6054153
noise,-0.28524172,-0.34530395
noise,-0.35496742,-0.43813047
noise,-0.1521289,-0.30459452
noise,-0.15846759,-0.24394074
noise,-0.20283854,-0.29639697
noise,-0.038032204,-0.09924948
noise,-0.019016117,-0.0756132
noise,-0.019016117,-0.06868297
noise,-0.025354862,-0.07155657
noise,-0.019016117,-0.07330313
noise,-0.025354862,-0.075021684
noise,-0.025354832,-0.081951916
noise,-0.03169352,-0.08251539
noise,-0.019016117,-0.07676825
noise,-0.019016117,-0.0733031
noise,-0.019016117,-0.0756132
noise,-0.019016117,-0.070993036
noise,-0.012677431,-0.0634993
noise,-0.019016117,-0.094093874
noise,-0.019016117,-0.0733031
noise,-0.012677416,-0.08429004
noise,-0.31693524,-0.40356344
noise,-0.18382242,-0.29124138
noise,-0.31059653,-0.4076201
noise,-0.13311279,-0.17353928
noise,-0.10141927,-0.14877602
noise,-0.22819334,-0.27670515
noise,-0.031693526,-0.049019165
noise,-0.40567708,-0.4657393
noise,-0.04437092,-0.06285161
noise,-0.012677413,-0.028848004
noise,-0.006338708,-0.035214774
noise,-0.17748368,-0.25949168
noise,-0.19016111,-0.28718472
noise,-0.39933842,-0.47095105
noise,-0.51343507,-0.5850477
noise,-0.6845801,-0.8139449
noise,-0.20917726,-0.28656512
noise,-0.5324512,-1.1365385
noise,-0.86206377,-0.9452268
noise,-0.50075763,-0.5723703
noise,-0.22185469,-0.3038627
noise,-0.04437095,-0.124068886
noise,-0.038032234,-0.118885234
noise,-0.050709665,-0.12925255
noise,-0.038032234,-0.1211953
noise,-0.050709665,-0.13502778
noise,-0.038032234,-0.123505384
noise,-0.04437089,-0.13561927
noise,-0.038032234,-0.12581548
noise,-0.025354862,-0.11429316
noise,-0.03169352,-0.11832172
noise,-0.050709635,-0.13271765
noise,-0.06338705,-0.1592556
noise,-0.019016117,-0.105644315
noise,-0.05704835,-0.1506068
noise,-0.03169352,-0.12178685
noise,-0.07606447,-0.1696229
noise,-0.18382244,-0.25659013
noise,-0.44370934,-0.5210972
noise,-0.3739836,-0.45368156
noise,-0.46272546,-0.57360953
noise,-0.13311279,-0.3156095
noise,-0.019016147,-0.114884675
noise,-0.107757926,-0.19438612
noise,-0.019016147,-0.09062879
noise,-0.006338716,-0.031749636
noise,-0.012677431,-0.039243415
noise,-0.012677431,-0.04501863
noise,-1.5910149,-1.6972787
noise,-0.1457902,-0.22086798
noise,-0.13311279,-0.220896
noise,-0.13311279,-0.22436115
noise,-0.2281934,-0.29403085
noise,-0.23453206,-0.29690436
noise,-0.2979191,-0.38108218
noise,-0.48174155,-0.5672147
noise,-0.87474126,-1.0364473
noise,-0.050709635,-0.17429918
noise,-0.050709635,-0.17429918
noise,-0.038032264,-0.14198609
noise,-0.06972575,-0.20717582
noise,-0.05704835,-0.18179294
noise,-0.06972575,-0.19678044
noise,-0.05704835,-0.18987824
noise,-0.050709635,-0.17314415
noise,-0.05704832,-0.18987823
noise,-0.04437095,-0.180666
noise,-0.04437092,-0.18759622
noise,-0.050709635,-0.17776431
noise,-0.050709635,-0.19508995
noise,-0.05704835,-0.19565347
noise,-0.04437092,-0.19452646
noise,-0.05704835,-0.17139757
noise,-0.1521289,-0.28611386
noise,-0.1014193,-0.20421809
noise,-0.6021769,-0.686495
noise,-0.30425778,-0.37587044
